     "HME;HME;;;Oued Irara Apt;Oued Irara Apt;;;Hassi Messaoud;Hassi Messaoud;Алжир;Алжир;Algeria;Algeria;31.673889;31.673889;6.140556;6.140556";;;;
     "HMG;HMG;;;Hermannsburg;Hermannsburg;;;Hermannsburg;Hermannsburg;Австралия;Австралия;Australia;Australia;-23.928056;-23.928056;132.808611;132.808611";;;;
     "HMI;HMI;Хами;Хами;Hami;Hami;Хами;Хами;Hami;Hami;Китай;Китай;China;China;42.841389;42.841389;93.669167;93.669167";;;;
     "HMJ;HMJ;Хмельницкий;Хмельницкий;Khmelnitskiy;Khmelnitskiy;Хмельницкий;Хмельницкий;Khmelnitskiy;Khmelnitskiy;Украина;Украина;Ukraine;Ukraine;49.359694;49.359694;26.933361;26.933361";;;;
     "HMN;HMN;;;Holloman AFB;Holloman AFB;Аламогордо;Аламогордо;Alamogordo;Alamogordo;США;США;United States;United States;32.851858;32.851858;-106.108536;-106.108536";;;;
     "HMO;HMO;;;Gen Pesqueira Garcia;Gen Pesqueira Garcia;Хермосилльо;Хермосилльо;Hermosillo;Hermosillo;Мексика;Мексика;Mexico;Mexico;29.095858;29.095858;-111.047858;-111.047858";;;;
     "HMR;HMR;;;Hamar Arpt;Hamar Arpt;Хамар;Хамар;Hamar;Hamar;Норвегия;Норвегия;Norway;Norway;60.817;60.817;11.067;11.067";;;;
     "HMS;HMS;;;Homeshore;Homeshore;;;Homeshore AK;Homeshore AK;США;США;United States;United States;58.300;58.300;-135.350;-135.350";;;;
     "HMT;HMT;;;Ryan Field;Ryan Field;;;Hemet;Hemet;США;США;United States;United States;33.733992;33.733992;-117.022544;-117.022544";;;;
     "HMV;HMV;;;Hemavan;Hemavan;;;Hemavan;Hemavan;Швеция;Швеция;Sweden;Sweden;65.806111;65.806111;15.082778;15.082778";;;;
     "HNA;HNA;;;Hanamaki;Hanamaki;;;Hanamaki;Hanamaki;Япония;Япония;Japan;Japan;39.428611;39.428611;141.135278;141.135278";;;;
     "HNB;HNB;;;Municipal;Municipal;;;Huntingburg;Huntingburg;США;США;United States;United States;38.249028;38.249028;-86.953694;-86.953694";;;;
     "HNC;HNC;;;Hatteras;Hatteras;;;Hatteras;Hatteras;США;США;United States;United States;35.232788;35.232788;-75.617795;-75.617795";;;;
     "HND;HND;;;Haneda;Haneda;Токио;Токио;Tokyo;Tokyo;Япония;Япония;Japan;Japan;35.552258;35.552258;139.779694;139.779694";;;;
     "HNE;HNE;;;Tahneta Pass;Tahneta Pass;;;Tahneta Pass Lodge;Tahneta Pass Lodge;Иран;Иран;Iran;Iran;61.901430;61.901430;-147.304407;-147.304407";;;;
     "HNG;HNG;Хьенгене;Хьенгене;Hienghene;Hienghene;Хьенгене;Хьенгене;Hienghene;Hienghene;Новая Каледония;Новая Каледония;New Caledonia;New Caledonia;-20.683;-20.683;164.983;164.983";;;;
     "HNH;HNH;;;Hoonah;Hoonah;;;Hoonah;Hoonah;США;США;United States;United States;58.096091;58.096091;-135.409697;-135.409697";;;;
     "HNI;HNI;Хейвени;Хейвени;Heiweni;Heiweni;Хейвени;Хейвени;Heiweni;Heiweni;Папуа - Новая Гвинея;Папуа - Новая Гвинея;Papua New Guinea;Papua New Guinea;-7.400;-7.400;146.467;146.467";;;;
     "HNK;HNK;;;Hinchinbrook Island;Hinchinbrook Island;;;Hinchinbrook Island;Hinchinbrook Island;Австралия;Австралия;Australia;Australia;-18.383;-18.383;146.283;146.283";;;;
     "HNL;HNL;;;Honolulu International;Honolulu International;Гонолулу;Гонолулу;Honolulu;Honolulu;США;США;United States;United States;21.318681;21.318681;-157.922429;-157.922429";;;;
     "HNM;HNM;;;Hana;Hana;;;Hana;Hana;США;США;United States;United States;20.795637;20.795637;-156.014438;-156.014438";;;;
     "HNN;HNN;Хонинаби;Хонинаби;Honinabi;Honinabi;Хонинаби;Хонинаби;Honinabi;Honinabi;Папуа - Новая Гвинея;Папуа - Новая Гвинея;Papua New Guinea;Papua New Guinea;-6.233;-6.233;142.167;142.167";;;;
     "HNO;HNO;;;Hercegnovi;Hercegnovi;;;Hercegnovi;Hercegnovi;Черногория;Черногория;Montenegro;Montenegro;42.566666666667;42.566666666667;18.533333333333;18.533333333333";;;;
     "HNS;HNS;;;Municipal;Municipal;;;Haines;Haines;США;США;United States;United States;59.243829;59.243829;-135.523538;-135.523538";;;;
     "HNX;HNX;;;Hanna;Hanna;;;Hanna;Hanna;Канада;Канада;Canada;Canada;51.631388888889;51.631388888889;-111.90416666667;-111.90416666667";;;;
     "HNY;HNY;Хеньян;Хеньян;Hengyang;Hengyang;Хеньян;Хеньян;Hengyang;Hengyang;Китай;Китай;China;China;26.905278;26.905278;112.627778;112.627778";;;;
     "HOA;HOA;Хола;Хола;Hola;Hola;Хола;Хола;Hola;Hola;Кения;Кения;Kenya;Kenya;-1.522;-1.522;40.004;40.004";;;;
     "HOB;HOB;;;Lea County;Lea County;;;Hobbs;Hobbs;США;США;United States;United States;32.687528;32.687528;-103.217028;-103.217028";;;;
     "HOC;HOC;;;Komako;Komako;;;Komako;Komako;Папуа - Новая Гвинея;Папуа - Новая Гвинея;Papua New Guinea;Papua New Guinea;-7.417;-7.417;145.883;145.883";;;;
     "HOD;HOD;;;Hodeidah Arpt;Hodeidah Arpt;;;Hodeidah;Hodeidah;Йемен;Йемен;Yemen;Yemen;14.753000;14.753000;42.976336;42.976336";;;;
     "HOE;HOE;Хоуисей;Хоуисей;Houeisay;Houeisay;Хоуисей;Хоуисей;Houeisay;Houeisay;Лаос;Лаос;Laos;Laos;20.500;20.500;103.750;103.750";;;;
     "HOF;HOF;;;Alahsa;Alahsa;;;Alahsa;Alahsa;Саудовская Аравия;Саудовская Аравия;Saudi Arabia;Saudi Arabia;25.285306;25.285306;49.485189;49.485189";;;;
     "HOG;HOG;;;Frank Pais;Frank Pais;Голгуин;Голгуин;Holguin;Holguin;Куба;Куба;Cuba;Cuba;20.785589;20.785589;-76.315108;-76.315108";;;;
     "HOH;HOH;Хохенемс;Хохенемс;Hohenems;Hohenems;Хохенемс;Хохенемс;Hohenems;Hohenems;Австрия;Австрия;Austria;Austria;47.384167;47.384167;9.700000;9.700000";;;;
     "HOI;HOI;Хао-Айленд;Хао-Айленд;Hao Island;Hao Island;Хао-Айленд;Хао-Айленд;Hao Island;Hao Island;Французская Полинезия;Французская Полинезия;French Polynesia;French Polynesia;-18.074814;-18.074814;-140.945886;-140.945886";;;;
     "HOK;HOK;;;Hooker Creek;Hooker Creek;;;Hooker Creek;Hooker Creek;Австралия;Австралия;Australia;Australia;-18.334722;-18.334722;130.642778;130.642778";;;;
     "HOL;HOL;;;Holikachu;Holikachu;;;Holikachu;Holikachu;США;США;United States;United States;62.9;62.9;-159.51666666667;-159.51666666667";;;;
     "HOM;HOM;;;Homer;Homer;;;Homer;Homer;США;США;United States;United States;59.645556;59.645556;-151.476583;-151.476583";;;;
     "HON;HON;;;Howes;Howes;;;Huron;Huron;США;США;United States;United States;44.385194;44.385194;-98.228556;-98.228556";;;;
     "HOO;HOO;;;Nhon Co;Nhon Co;Кваньдук;Кваньдук;Quanduc;Quanduc;Вьетнам;Вьетнам;Vietnam;Vietnam;11.983;11.983;107.567;107.567";;;;
     "HOP;HOP;;;Campbell AAF;Campbell AAF;;;Hopkinsville;Hopkinsville;США;США;United States;United States;36.672361;36.672361;-87.492486;-87.492486";;;;
     "HOQ;HOQ;Хоф;Хоф;Hof;Hof;Хоф;Хоф;Hof;Hof;Германия;Германия;Germany;Germany;50.288836;50.288836;11.854919;11.854919";;;;
     "HOR;HOR;;;Horta;Horta;;;Horta;Horta;Португалия;Португалия;Portugal;Portugal;38.519894;38.519894;-28.715872;-28.715872";;;;
     "HOS;HOS;;;Oscar Reguera;Oscar Reguera;;;Chos Malal;Chos Malal;Афганистан;Афганистан;Afghanistan;Afghanistan;-37.444692;-37.444692;-70.222469;-70.222469";;;;
     "HOT;HOT;;;Memorial Field;Memorial Field;;;Hot Springs;Hot Springs;США;США;United States;United States;34.478028;34.478028;-93.096222;-93.096222";;;;
     "HOU;HOU;;;William P Hobby;William P Hobby;;;Houston, TX;Houston, TX;США;США;United States;United States;29.645419;29.645419;-95.278889;-95.278889";;;;
     "HOV;HOV;Ховден;Ховден;Hovden;Hovden;;;Orsta-Volda;Orsta-Volda;Норвегия;Норвегия;Norway;Norway;62.183;62.183;6.067;6.067";;;;
     "HOW;HOW;;;Howard Afb;Howard Afb;;;Fort Kobbe;Fort Kobbe;Панама;Панама;Panama;Panama;8.9166666666667;8.9166666666667;-79.583333333333;-79.583333333333";;;;
     "HOX;HOX;Хомалин;Хомалин;Homalin;Homalin;Хомалин;Хомалин;Homalin;Homalin;Мьянма;Мьянма;Myanmar;Myanmar;24.899597;24.899597;94.914033;94.914033";;;;
     "HOY;HOY;Хой-Айленд;Хой-Айленд;Hoy Island;Hoy Island;Хой-Айленд;Хой-Айленд;Hoy Island;Hoy Island;Великобритания;Великобритания;United Kingdom;United Kingdom;58.783;58.783;-3.217;-3.217";;;;
     "HPB;HPB;;;Hooper Bay;Hooper Bay;;;Hooper Bay;Hooper Bay;США;США;United States;United States;61.523861;61.523861;-166.146639;-166.146639";;;;
     "HPE;HPE;;;Hope Vale;Hope Vale;;;Hope Vale;Hope Vale;Австралия;Австралия;Australia;Australia;-14.667;-14.667;144.917;144.917";;;;
     "HPH;HPH;;;Catbi;Catbi;Хейфонг;Хейфонг;Haiphong;Haiphong;Вьетнам;Вьетнам;Vietnam;Vietnam;20.819386;20.819386;106.724989;106.724989";;;;
     "HPN;HPN;;;Westchester County Apt;Westchester County Apt;;;White Plains;White Plains;США;США;United States;United States;41.066944;41.066944;-73.707556;-73.707556";;;;
     "HPP;HPP;;;Poipet;Poipet;;;Poipet;Poipet;Камбоджа;Камбоджа;Cambodia;Cambodia;13.656111111111;13.656111111111;102.5625;102.5625";;;;
     "HPR;HPR;;;Central Hpr;Central Hpr;Претория;Претория;Pretoria;Pretoria;Эквадор;Эквадор;Ecuador;Ecuador;-2.2666666666667;-2.2666666666667;-79.333333333333;-79.333333333333";;;;
     "HPT;HPT;;;Municipal;Municipal;;;Hampton;Hampton;США;США;United States;United States;42.723724;42.723724;-93.226341;-93.226341";;;;
     "HPV;HPV;;;Princeville;Princeville;;;Kauai Island;Kauai Island;США;США;United States;United States;22.209190;22.209190;-159.445534;-159.445534";;;;
     "HPY;HPY;;;Baytown;Baytown;;;Baytown;Baytown;США;США;United States;United States;29.786083;29.786083;-94.952667;-94.952667";;;;
     "HQM;HQM;;;Bowerman;Bowerman;;;Hoquiam;Hoquiam;США;США;United States;United States;46.971194;46.971194;-123.936556;-123.936556";;;;
     "HRA;HRA;Мансехра;Мансехра;Mansehra;Mansehra;Мансехра;Мансехра;Mansehra;Mansehra;Пакистан;Пакистан;Pakistan;Pakistan;34.333;34.333;73.200;73.200";;;;
     "HRB;HRB;Харбин;Харбин;Harbin;Harbin;Харбин;Харбин;Harbin;Harbin;Китай;Китай;China;China;45.623403;45.623403;126.250328;126.250328";;;;
     "HRC;HRC;Жарейм;Жарейм;Zhairem;Zhairem;Жайрем;Жайрем;Zhairem;Zhairem;Казахстан;Казахстан;Kazakhstan;Kazakhstan;48.466666666667;48.466666666667;70.466666666667;70.466666666667";;;;
     "HRE;HRE;Хараре;Хараре;Harare;Harare;Хараре;Хараре;Harare;Harare;Зимбабве;Зимбабве;Zimbabwe;Zimbabwe;-17.931806;-17.931806;31.092847;31.092847";;;;
     "HRG;HRG;Хургада;Хургада;Hurghada;Hurghada;Хургада;Хургада;Hurghada;Hurghada;Египет;Египет;Egypt;Egypt;27.178317;27.178317;33.799436;33.799436";;;;
     "HRJ;HRJ;Чаурджхари;Чаурджхари;Chaurjhari;Chaurjhari;Чаурджхари;Чаурджхари;Chaurjhari;Chaurjhari;Непал;Непал;Nepal;Nepal;28.000;28.000;83.833;83.833";;;;
     "HRK;HRK;Харьков;Харьков;Kharkov;Kharkov;Харьков;Харьков;Kharkov;Kharkov;Украина;Украина;Ukraine;Ukraine;49.924786;49.924786;36.289986;36.289986";;;;
     "HRL;HRL;;;Valley International;Valley International;Харлинген;Харлинген;Harlingen;Harlingen;США;США;United States;United States;26.228500;26.228500;-97.654389;-97.654389";;;;
     "HRN;HRN;;;Heliport;Heliport;Герон Айленд;Герон Айленд;Heron Island;Heron Island;Австралия;Австралия;Australia;Australia;-23.441667;-23.441667;151.911389;151.911389";;;;
     "HRO;HRO;;;Boone County;Boone County;;;Harrison;Harrison;США;США;United States;United States;36.261521;36.261521;-93.154729;-93.154729";;;;
     "HRR;HRR;Херрера;Херрера;Herrera;Herrera;Херрера;Херрера;Herrera;Herrera;Колумбия;Колумбия;Colombia;Colombia;3.217;3.217;-75.850;-75.850";;;;
     "HRS;HRS;;;Harrismith Airport;Harrismith Airport;Харрисмит;Харрисмит;Harrismith;Harrismith;ЮАР;ЮАР;South Africa;South Africa;-28.235072;-28.235072;29.106206;29.106206";;;;
     "HRT;HRT;;;Linton-On-Ouse;Linton-On-Ouse;Херрогейт;Херрогейт;Harrogate;Harrogate;Великобритания;Великобритания;United Kingdom;United Kingdom;54.048911;54.048911;-1.252747;-1.252747";;;;
     "HRY;HRY;;;Henbury;Henbury;;;Henbury;Henbury;Австралия;Австралия;Australia;Australia;-24.583611;-24.583611;133.235278;133.235278";;;;
     "HRZ;HRZ;;;Horizontina;Horizontina;;;Horizontina;Horizontina;Бразилия;Бразилия;Brazil;Brazil;-27.616666666667;-27.616666666667;-54.316666666667;-54.316666666667";;;;
     "HSB;HSB;Ралей;Ралей;Raleigh;Raleigh;;;Harrisburg;Harrisburg;США;США;United States;United States;37.811256;37.811256;-88.550260;-88.550260";;;;
     "HSC;HSC;Шаньгван;Шаньгван;Shaoguan;Shaoguan;Шаогуань;Шаогуань;Shaoguan;Shaoguan;Китай;Китай;China;China;24.833;24.833;113.617;113.617";;;;
     "HSG;HSG;;;Saga;Saga;;;Saga;Saga;Япония;Япония;Japan;Japan;33.149721;33.149721;130.302222;130.302222";;;;
     "HSH;HSH;;;Henderson Sky Harbor;Henderson Sky Harbor;Лас Вегас;Лас Вегас;Las Vegas;Las Vegas;США;США;United States;United States;35.972861;35.972861;-115.134444;-115.134444";;;;
     "HSI;HSI;;;Hastings;Hastings;;;Hastings;Hastings;США;США;United States;United States;40.605250;40.605250;-98.427889;-98.427889";;;;
     "HSK;HSK;Хуэска;Хуэска;Huesca;Huesca;Хуэска;Хуэска;Huesca;Huesca;Испания;Испания;Spain;Spain;42.080927;42.080927;-0.323469;-0.323469";;;;
     "HSL;HSL;;;Huslia;Huslia;;;Huslia;Huslia;США;США;United States;United States;65.697861;65.697861;-156.351389;-156.351389";;;;
     "HSM;HSM;;;Horsham;Horsham;;;Horsham;Horsham;Австралия;Австралия;Australia;Australia;-36.669722;-36.669722;142.172778;142.172778";;;;
     "HSN;HSN;Чжушань;Чжушань;Zhoushan;Zhoushan;Чжушань;Чжушань;Zhoushan;Zhoushan;Китай;Китай;China;China;29.934167;29.934167;122.362222;122.362222";;;;
     "HSP;HSP;;;Ingalls Field;Ingalls Field;;;Hot Springs;Hot Springs;США;США;United States;United States;37.951444;37.951444;-79.833894;-79.833894";;;;
     "HSS;HSS;Хиссар;Хиссар;Hissar;Hissar;Хиссар;Хиссар;Hissar;Hissar;Индия;Индия;India;India;29.179444;29.179444;75.755336;75.755336";;;;
     "HST;HST;;;AFB;AFB;;;Homestead;Homestead;США;США;United States;United States;25.488443;25.488443;-80.383666;-80.383666";;;;
     "HSV;HSV;;;Huntsville International - Carl T. Jones Field Airport;Huntsville International - Carl T. Jones Field Airport;;;Huntsville;Huntsville;США;США;United States;United States;34.637194;34.637194;-86.775056;-86.775056";;;;
     "HSZ;HSZ;;;Hsinchu;Hsinchu;;;Hsinchu;Hsinchu;Тайвань;Тайвань;Taiwan;Taiwan;24.818055555556;24.818055555556;120.94138888889;120.94138888889";;;;
     "HTA;HTA;Чита;Чита;Chita;Chita;Чита;Чита;Chita;Chita;Россия;Россия;Russian Federation;Russian Federation;52.026317;52.026317;113.305556;113.305556";;;;
     "HTB;HTB;;;Terre-de-Bas;Terre-de-Bas;;;Terre-de-Bas;Terre-de-Bas;Гваделупа;Гваделупа;Guadeloupe;Guadeloupe;15.833;15.833;-61.617;-61.617";;;;
     "HTF;HTF;;;Hatfield;Hatfield;;;Hatfield;Hatfield;Великобритания;Великобритания;United Kingdom;United Kingdom;51.765;51.765;-0.24833333333333;-0.24833333333333";;;;
     "HTG;HTG;Хатанга;Хатанга;Hatanga;Hatanga;Хатанга;Хатанга;Hatanga;Hatanga;Россия;Россия;Russian Federation;Russian Federation;71.977;71.977;102.490;102.490";;;;
     "HTH;HTH;;;Hawthorne;Hawthorne;;;Hawthorne;Hawthorne;США;США;United States;United States;38.544366;38.544366;-118.634300;-118.634300";;;;
     "HTI;HTI;Хамилтон Айленд;Хамилтон Айленд;Hamilton Island;Hamilton Island;Хамилтон Айленд;Хамилтон Айленд;Hamilton Island;Hamilton Island;Австралия;Австралия;Australia;Australia;-20.358056;-20.358056;148.951667;148.951667";;;;
     "HTL;HTL;;;Roscommon County;Roscommon County;;;Houghton;Houghton;Великобритания;Великобритания;United Kingdom;United Kingdom;44.359806;44.359806;-84.671111;-84.671111";;;;
     "HTM;HTM;;;Khatgal;Khatgal;;;Khatgal;Khatgal;Монголия;Монголия;Mongolia;Mongolia;50.451944444444;50.451944444444;100.16694444444;100.16694444444";;;;
     "HTN;HTN;Хотань;Хотань;Hotan;Hotan;Хотан;Хотан;Hotan;Hotan;Китай;Китай;China;China;37.038522;37.038522;79.864933;79.864933";;;;
     "HTO;HTO;;;East Hampton;East Hampton;;;East Hampton;East Hampton;США;США;United States;United States;40.959417;40.959417;-72.251667;-72.251667";;;;
     "HTR;HTR;Хатерума;Хатерума;Hateruma;Hateruma;Хатерума;Хатерума;Hateruma;Hateruma;Япония;Япония;Japan;Japan;24.058889;24.058889;123.806111;123.806111";;;;
     "HTS;HTS;;;Tri-State/Milton;Tri-State/Milton;;;Huntington;Huntington;США;США;United States;United States;38.366667;38.366667;-82.558028;-82.558028";;;;
     "HTU;HTU;;;Hopetoun;Hopetoun;;;Hopetoun;Hopetoun;Австралия;Австралия;Australia;Australia;-35.715278;-35.715278;142.359722;142.359722";;;;
     "HTW;HTW;;;Lawrence County Airpark;Lawrence County Airpark;;;Chesapeake/Huntington Wv;Chesapeake/Huntington Wv;Канада;Канада;Canada;Canada;38.419249;38.419249;-82.494322;-82.494322";;;;
     "HTZ;HTZ;Хато-Коросал;Хато-Коросал;Hato Corozal;Hato Corozal;Хато-Коросал;Хато-Коросал;Hato Corozal;Hato Corozal;Колумбия;Колумбия;Colombia;Colombia;6.150;6.150;-71.750;-71.750";;;;
     "HUA;HUA;;;Redstone AAF;Redstone AAF;;;Huntsville;Huntsville;США;США;United States;United States;34.678655;34.678655;-86.684782;-86.684782";;;;
     "HUB;HUB;Хамберт-Ривер;Хамберт-Ривер;Humbert River;Humbert River;Хамберт-Ривер;Хамберт-Ривер;Humbert River;Humbert River;Австралия;Австралия;Australia;Australia;-16.489443;-16.489443;130.630556;130.630556";;;;
     "HUC;HUC;;;Humacao Arpt;Humacao Arpt;;;Humacao;Humacao;Пуэрто Рико;Пуэрто Рико;Puerto Rico;Puerto Rico;18.150;18.150;-65.833;-65.833";;;;
     "HUD;HUD;;;Humboldt;Humboldt;;;Humboldt;Humboldt;США;США;United States;United States;42.736083;42.736083;-94.245242;-94.245242";;;;
     "HUE;HUE;Хумера;Хумера;Humera;Humera;Хумера;Хумера;Humera;Humera;Эфиопия;Эфиопия;Ethiopia;Ethiopia;14.250;14.250;36.583;36.583";;;;
     "HUF;HUF;;;Hulman Field;Hulman Field;;;Terre Haute;Terre Haute;США;США;United States;United States;39.451472;39.451472;-87.307583;-87.307583";;;;
     "HUG;HUG;Хухутенанго;Хухутенанго;Huehuetenango;Huehuetenango;Хухутенанго;Хухутенанго;Huehuetenango;Huehuetenango;Гватемала;Гватемала;Guatemala;Guatemala;15.316389;15.316389;-91.505000;-91.505000";;;;
     "HUH;HUH;;;Huahine;Huahine;;;Huahine;Huahine;Французская Полинезия;Французская Полинезия;French Polynesia;French Polynesia;-16.688056;-16.688056;-151.026111;-151.026111";;;;
     "HUI;HUI;;;Phu Bai;Phu Bai;Гуе;Гуе;Hue;Hue;Вьетнам;Вьетнам;Vietnam;Vietnam;16.401499;16.401499;107.702614;107.702614";;;;
     "HUJ;HUJ;;;Hugo;Hugo;;;Hugo;Hugo;США;США;United States;United States;34.034826;34.034826;-95.541906;-95.541906";;;;
     "HUK;HUK;;;Hukuntsi;Hukuntsi;;;Hukuntsi;Hukuntsi;Ботсвана;Ботсвана;Botswana;Botswana;-23.989722;-23.989722;21.758056;21.758056";;;;
     "HUL;HUL;;;International;International;;;Houlton;Houlton;США;США;United States;United States;46.124608;46.124608;-67.792361;-67.792361";;;;
     "HUM;HUM;;;Terrebonne;Terrebonne;;;Houma;Houma;США;США;United States;United States;29.566500;29.566500;-90.660417;-90.660417";;;;
     "HUN;HUN;Хуалянь;Хуалянь;Hualien;Hualien;Хуалянь;Хуалянь;Hualien;Hualien;Тайвань;Тайвань;Taiwan;Taiwan;24.023725;24.023725;121.616906;121.616906";;;;
     "HUQ;HUQ;Хоун;Хоун;Houn;Houn;Хоун;Хоун;Houn;Houn;Ливия;Ливия;Libya;Libya;29.110106;29.110106;15.965567;15.965567";;;;
     "HUS;HUS;;;Municipal;Municipal;;;Hughes;Hughes;США;США;United States;United States;66.039083;66.039083;-154.264694;-154.264694";;;;
     "HUT;HUT;;;Hutchinson;Hutchinson;;;Hutchinson;Hutchinson;США;США;United States;United States;38.065500;38.065500;-97.860639;-97.860639";;;;
     "HUU;HUU;Уануко;Уануко;Huanuco;Huanuco;Уануко;Уануко;Huanuco;Huanuco;Перу;Перу;Peru;Peru;-9.878811;-9.878811;-76.204797;-76.204797";;;;
     "HUV;HUV;Худиксвалл;Худиксвалл;Hudiksvall;Hudiksvall;Худиксвалл;Худиксвалл;Hudiksvall;Hudiksvall;Швеция;Швеция;Sweden;Sweden;61.768333;61.768333;17.080556;17.080556";;;;
     "HUX;HUX;Хуатулко;Хуатулко;Huatulco;Huatulco;Хуатулко;Хуатулко;Huatulco;Huatulco;Мексика;Мексика;Mexico;Mexico;15.775317;15.775317;-96.262572;-96.262572";;;;
     "HUY;HUY;;;Humberside International;Humberside International;Хамберсайд;Хамберсайд;Humberside;Humberside;Великобритания;Великобритания;United Kingdom;United Kingdom;53.574444;53.574444;-0.350833;-0.350833";;;;
     "HUZ;HUZ;Хуэйчжоу;Хуэйчжоу;Huizhou;Huizhou;Хуэйчжоу;Хуэйчжоу;Huizhou;Huizhou;Китай;Китай;China;China;23.048333;23.048333;114.600278;114.600278";;;;
     "HVA;HVA;Аналалава;Аналалава;Analalava;Analalava;Аналалава;Аналалава;Analalava;Analalava;Мадагаскар;Мадагаскар;Madagascar;Madagascar;-14.629694;-14.629694;47.763783;47.763783";;;;
     "HVB;HVB;Херви Бей;Херви Бей;Hervey Bay;Hervey Bay;Херви Бей;Херви Бей;Hervey Bay;Hervey Bay;Австралия;Австралия;Australia;Australia;-25.318889;-25.318889;152.880278;152.880278";;;;
     "HVD;HVD;;;Khovd;Khovd;;;Khovd;Khovd;Монголия;Монголия;Mongolia;Mongolia;47.954094;47.954094;91.628175;91.628175";;;;
     "HVE;HVE;;;Intermediate;Intermediate;;;Hanksville;Hanksville;США;США;United States;United States;38.418037;38.418037;-110.704038;-110.704038";;;;
     "HVG;HVG;;;Valan;Valan;Хоннигсвог;Хоннигсвог;Honningsvag;Honningsvag;Норвегия;Норвегия;Norway;Norway;71.009722;71.009722;25.983611;25.983611";;;;
     "HVK;HVK;Холмавик;Холмавик;Holmavik;Holmavik;Холмавик;Холмавик;Holmavik;Holmavik;Исландия;Исландия;Iceland;Iceland;65.704722;65.704722;-21.696389;-21.696389";;;;
     "HVM;HVM;Хваммстанги;Хваммстанги;Hvammstangi;Hvammstangi;Хваммстанги;Хваммстанги;Hvammstangi;Hvammstangi;Исландия;Исландия;Iceland;Iceland;65.266389;65.266389;-20.846944;-20.846944";;;;
     "HVN;HVN;;;New Haven;New Haven;;;New Haven;New Haven;США;США;United States;United States;41.263750;41.263750;-72.886806;-72.886806";;;;
     "HVR;HVR;;;City County;City County;;;Havre;Havre;США;США;United States;United States;48.542972;48.542972;-109.762333;-109.762333";;;;
     "HVS;HVS;;;Municipal;Municipal;;;Hartsville;Hartsville;США;США;United States;United States;34.403083;34.403083;-80.119222;-80.119222";;;;
     "HWA;HWA;Хавабанго;Хавабанго;Hawabango;Hawabango;Хавабанго;Хавабанго;Hawabango;Hawabango;Папуа - Новая Гвинея;Папуа - Новая Гвинея;Papua New Guinea;Papua New Guinea;-7.383;-7.383;146.000;146.000";;;;
     "HWD;HWD;;;Air Terminal;Air Terminal;;;Hayward;Hayward;США;США;United States;United States;37.658917;37.658917;-122.121750;-122.121750";;;;
     "HWI;HWI;;;SPB;SPB;;;Hawk Inlet;Hawk Inlet;США;США;United States;United States;58.127441;58.127441;-134.755953;-134.755953";;;;
     "HWK;HWK;;;Wilpena Pound;Wilpena Pound;;;Hawker;Hawker;Австралия;Австралия;Australia;Australia;-31.854722;-31.854722;138.468056;138.468056";;;;
     "HWN;HWN;;;Hwange Nat Park;Hwange Nat Park;;;Hwange Nat Park;Hwange Nat Park;Зимбабве;Зимбабве;Zimbabwe;Zimbabwe;-18.629872;-18.629872;27.021042;27.021042";;;;
     "HWO;HWO;;;North Perry;North Perry;Холливуд;Холливуд;Hollywood;Hollywood;США;США;United States;United States;26.001222;26.001222;-80.240722;-80.240722";;;;
     "HXX;HXX;;;Hay;Hay;;;Hay;Hay;Австралия;Австралия;Australia;Australia;-34.531389;-34.531389;144.829722;144.829722";;;;
     "HYA;HYA;;;Barnstable;Barnstable;Хианнис;Хианнис;Hyannis;Hyannis;США;США;United States;United States;41.669333;41.669333;-70.280361;-70.280361";;;;
     "HYC;HYC;Хай-Вайкомб;Хай-Вайкомб;High Wycombe;High Wycombe;Хай-Вайкомб;Хай-Вайкомб;High Wycombe;High Wycombe;Великобритания;Великобритания;United Kingdom;United Kingdom;51.673889;51.673889;-0.797222;-0.797222";;;;
     "HYD;HYD;;;Rajiv Gandhi Airport;Rajiv Gandhi Airport;Хидерабад;Хидерабад;Hyderabad;Hyderabad;Индия;Индия;India;India;17.254;17.254;78.431;78.431";;;;
     "HYF;HYF;Хейфильдз;Хейфильдз;Hayfields;Hayfields;Хейфильдз;Хейфильдз;Hayfields;Hayfields;Папуа - Новая Гвинея;Папуа - Новая Гвинея;Papua New Guinea;Papua New Guinea;-3.700;-3.700;143.050;143.050";;;;
     "HYG;HYG;;;SPB;SPB;;;Hydaburg;Hydaburg;США;США;United States;United States;55.206316;55.206316;-132.828313;-132.828313";;;;
     "HYL;HYL;;;SPB;SPB;;;Hollis;Hollis;США;США;United States;United States;55.490767;55.490767;-132.622925;-132.622925";;;;
     "HYN;HYN;Хуанань;Хуанань;Huangyan;Huangyan;Хуанань;Хуанань;Huangyan;Huangyan;Китай;Китай;China;China;28.562222;28.562222;121.428611;121.428611";;;;
     "HYR;HYR;;;Municipal;Municipal;;;Hayward;Hayward;США;США;United States;United States;46.025278;46.025278;-91.444250;-91.444250";;;;
     "HYS;HYS;;;Municipal;Municipal;;;Hays;Hays;США;США;United States;United States;38.842222;38.842222;-99.273167;-99.273167";;;;
     "HYV;HYV;Хивинкаа;Хивинкаа;Hyvinkaa;Hyvinkaa;Хивинкаа;Хивинкаа;Hyvinkaa;Hyvinkaa;Финляндия;Финляндия;Finland;Finland;60.654444;60.654444;24.881111;24.881111";;;;
